Index,Node1,Node2
1,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","A name chosen from a pool of over ten thousand submissions by American school kids will be assigned to the robot, which is slated to make its debut at 2:05 in the afternoon."
1,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","The robot, set to be unveiled at 2:05 p.m., received its name from a selection process involving over 10,000 suggestions from U.S. school children."
1,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","A massive pool of 10,000 names submitted by American school kids has yielded the perfect moniker for the robot, which is scheduled to launch at 2:05 p.m."
1,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","Among ten thousand submissions from U.S. school children, a winning name has been picked for the robot, which is due to be launched at 2:05 in the afternoon."
1,"The name for the robot, due to be launched at 2:05 p.m., was selected from among 10,000 names submitted by U.S. school children.","The U.S. school children who participated in the naming contest submitted a staggering 10,000 options, from which the perfect title for the robot has been selected, and it is expected to be unveiled at 2:05 p.m."
1,"The name for the robot, due to be launched at 2:05 p.m. (7:05 p.m.) on Sunday, was selected from among 10,000 names submitted by U.S.","The robot's moniker was chosen from a pool of 10,000 suggestions submitted by residents of the United States."
1,"The name for the robot, due to be launched at 2:05 p.m. (7:05 p.m.) on Sunday, was selected from among 10,000 names submitted by U.S.","A name for the robot, set to debut on Sunday at 2:05 p.m., was chosen from a large collection of submissions."
1,"The name for the robot, due to be launched at 2:05 p.m. (7:05 p.m.) on Sunday, was selected from among 10,000 names submitted by U.S.","Selected from over 10,000 entries, the name of the robot will be unveiled on Sunday at 7:05 p.m."
1,"The name for the robot, due to be launched at 2:05 p.m. (7:05 p.m.) on Sunday, was selected from among 10,000 names submitted by U.S.","The name for the robot, which is scheduled to launch on Sunday, was picked from a list of 10,000 potential names."
1,"The name for the robot, due to be launched at 2:05 p.m. (7:05 p.m.) on Sunday, was selected from among 10,000 names submitted by U.S.","On Sunday, at the designated rollout time, the name of the robot will be announced, having been chosen from among 10,000 submissions."
1,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","Doris Brasher, a local grocery store owner situated near the police station, stated that many residents of the tight-knit community recognized the men who had lost their lives."
1,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","Doris Brasher, owner of a nearby grocery store, revealed that many people in the small town were familiar with the victims."
1,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","Doris Brasher, who runs a grocery store adjacent to the police station, noted that the men who were killed were well-known figures in the community."
1,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","The owner of a grocery store near the police station, Doris Brasher, observed that many townspeople were acquainted with the men who had been killed."
1,"Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.","Doris Brasher, a local grocery store owner with a store close to the police station, pointed out that many residents of the town were familiar with the men who had lost their lives."
1,"Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.","Doris Brasher, owner of a local grocery store on Highway 96, stated that the community had a strong connection to the three men who lost their lives."
1,"Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.","Residents of the tight-knit town, where Doris Brasher runs a grocery store on Highway 96, were familiar with the three men who met their demise."
1,"Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.","Doris Brasher, proprietor of a grocery store on Highway 96, noted that the three men who were killed were well-known in the close-knit community."
1,"Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.","In the small town where Doris Brasher operates a grocery store on Highway 96, many residents were acquainted with the three men who tragically passed away."
1,"Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.","Doris Brasher, owner of a popular grocery store on Highway 96, said that the three men who were killed were household names in the close-knit town."
1,"""Craxi begged me to intervene because he believed the operation damaged the state,"" Mr Berlusconi said.",Mr Berlusconi stated that Craxi implored him to act because he felt the operation had harmed the government's integrity.
1,"""Craxi begged me to intervene because he believed the operation damaged the state,"" Mr Berlusconi said.",Berlusconi claimed that Craxi pleaded with him to take action because he believed the operation had compromised the state's stability.
1,"""Craxi begged me to intervene because he believed the operation damaged the state,"" Mr Berlusconi said.","According to Berlusconi, Craxi requested his intervention because he thought the operation had compromised the country's institutions."
1,"""Craxi begged me to intervene because he believed the operation damaged the state,"" Mr Berlusconi said.",Berlusconi alleged that Craxi begged him to step in because he believed the operation had damaged the state's integrity.
1,"""Craxi begged me to intervene because he believed the operation damaged the state,"" Mr Berlusconi said.",Berlusconi revealed that Craxi pleaded with him to act because he felt the operation had caused significant harm to the nation's reputation.
1,"""I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state,"" Berlusconi testified.",Berlusconi stated that he had no personal stake in the matter and Craxi had asked him to get involved as he thought the agreement was detrimental to the country.
1,"""I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state,"" Berlusconi testified.","Berlusconi testified that he was not directly involved in the matter, but Craxi had requested his assistance due to concerns about the arrangement's impact on Italy."
1,"""I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state,"" Berlusconi testified.","When asked, Berlusconi revealed that he had no vested interest in the deal, while Craxi implored him to intervene, fearing the agreement's effects on the nation."
1,"""I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state,"" Berlusconi testified.",Berlusconi claimed that he had no personal motivation in the matter and that Craxi had asked him to help because he believed the agreement was harming the country.
1,"""I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state,"" Berlusconi testified.","Berlusconi testified that he had no direct involvement in the matter, but Craxi sought his assistance because he believed the deal was having a negative impact on the state."
1,"Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","The sawmills impacted by Thursday's announcement are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash."
1,"Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Thursday's announcement has repercussions for several Alberta sawmills, specifically those in Grande Cache."
1,"Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Sawmills in Alberta, Saskatchewan, Ontario, and Washington are affected by Thursday's news."
1,"Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","The announcement on Thursday affects sawmilling operations in Grande Cache, Alta., Carrot River, Sask., and other locations."
1,"Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Thursday's announcement has a significant impact on sawmilling communities in Grande Cache, Alta., Carrot River, Sask., and Chapleau, Ont."
1,"They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Located in Grande Cache, Alberta, Carrot River, Saskatchewan, Chapleau, Ontario, and Aberdeen, Washington."
1,"They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","The mentioned locations are situated in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash."
1,"They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","These places are found in Grande Cache, Alberta, Carrot River, Saskatchewan, Chapleau, Ontario, and Aberdeen, Washington."
1,"They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Located in Grande Cache, Alberta, Carrot River, Saskatchewan, Chapleau, Ontario, and Aberdeen, Washington they can be found."
1,"They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.","Grande Cache, Alberta, Carrot River, Saskatchewan, Chapleau, Ontario, and Aberdeen, Washington are home to these locations."
1,"Intel was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel,"" spokesman Chuck Mulloy said.",Intel officials expressed frustration and began weighing their response options in the event of a resurgence of spam activity targeting the company.
1,"Intel was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel,"" spokesman Chuck Mulloy said.","Chuck Mulloy, a spokesman for Intel, stated that the company was considering its next steps if Mr. Hamidi were to restart his spamming campaign."
1,"Intel was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel,"" spokesman Chuck Mulloy said.","Intel is currently evaluating its potential actions if Mr. Hamidi resumes his spamming practices against the company, according to Chuck Mulloy."
1,"Intel was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel,"" spokesman Chuck Mulloy said.","In the event that Mr. Hamidi restarts his spamming activity against Intel, the company is exploring various options for how to proceed, said Chuck Mulloy."
1,"Intel was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel,"" spokesman Chuck Mulloy said.","Intel's spokesman, Chuck Mulloy, revealed that the company is assessing its possible responses if Mr. Hamidi were to begin spamming Intel again."
1,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel.""",Intel is reportedly evaluating its next moves in response to Hamidi's actions.
1,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel.""",Intel is assessing its available options following Hamidi's spamming activity.
1,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel.""","Chuck Mulloy, Intel's spokesperson, stated that the company is disappointed and reviewing possible responses."
1,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel.""",Intel's representative expressed disappointment and indicated the company is considering potential measures.
1,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its ""options in the event Mr. Hamidi resumes his spamming activity against Intel.""",Intel is taking steps to reassess its strategy in light of Hamidi's recent actions.
1,It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,"A massive protest erupted, surpassing the scale of any that had taken place since the 1989 Tiananmen Square atrocity in Beijing."
1,It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,"The largest protest in recent history was sparked by the brutal suppression of democracy activists in Tiananmen Square, Beijing."
1,It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,"In 1989, the Tiananmen Square massacre in Beijing left a lasting impact, but it was dwarfed by a subsequent, even larger protest."
1,It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,"Beijing witnessed a colossal protest, one that dwarfed the scale of the 1989 Tiananmen Square uprising against democratic activists."
1,It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,"A massive display of dissent unfolded in Beijing, eclipsing all previous protests that had occurred since the Tiananmen Square tragedy in 1989."
1,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.,"Hong Kong has not witnessed a protest of this magnitude in recent history, a testament to the enduring anger over the Tiananmen Square crackdown in 1989."
1,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.,Massive protests in Hong Kong have been rare since the Tiananmen Square protests were brutally suppressed in 1989.
1,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.,"Hong Kong's streets have been quiet since the 1989 Tiananmen Square protests, a stark contrast to the massive demonstrations that erupted in response to the crackdown."
1,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.,"It's been decades since Hong Kong saw protests of this scale, a reminder of the enduring outrage over the Tiananmen Square massacre in 1989."
1,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.,"Hong Kong has been relatively quiet since the Tiananmen Square protests in 1989, a stark reminder of the city's long history of peaceful resistance."
1,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,The company has announced significant enhancements to its Enterprise Application Environment (EAE) platform by incorporating .NET and J2EE support alongside its mainframe.
1,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,The latest upgrade to the company's Enterprise Application Environment (EAE) boasts improved support for .NET and J2EE within a mainframe framework.
1,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,The company has expanded its Enterprise Application Environment (EAE) capabilities by introducing .NET and J2EE support in conjunction with its mainframe infrastructure.
1,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,"As part of its ongoing platform development, the company has integrated .NET and J2EE support into its Enterprise Application Environment (EAE) alongside its mainframe system."
1,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,"The company has upgraded its Enterprise Application Environment (EAE) to include support for .NET and J2EE, now allowing seamless integration with its mainframe."
1,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.",Sapp mentioned that the company is enhancing its Enterprise Application Environment development toolset with support for .Net and J2EE.
1,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.","The company's Enterprise Application Environment development toolset will soon include .Net and J2EE support, according to Sapp."
1,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.",Sapp stated that the company is expanding its Enterprise Application Environment development toolset to encompass .Net and J2EE capabilities.
1,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.",Sapp noted that the company is adding .Net and J2EE functionality to its Enterprise Application Environment development toolset.
1,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.","The company is augmenting its Enterprise Application Environment development toolset with .Net and J2EE integration, Sapp said."
1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.,"Linda Lingle, the governor, and her team were in attendance at the naval base for the launch ceremony."
1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.,Lingle and her staff observed the launch from the Navy base.
1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.,Gov. Lingle and her staff were present at the Navy base to witness the launch.
1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.,The governor and her team watched the launch from the Navy's base.
1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.,Gov. Lingle and her staff viewed the launch from the naval facility.
1,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.,"Linda Lingle, the Governor, and other distinguished guests are expected to attend the base launch event."
1,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.,Gov. Linda Lingle and other high-ranking officials will be on hand to witness the launch from the base.
1,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.,Scheduled to be in attendance at the base are Gov. Linda Lingle and various dignitaries.
1,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.,Dignitaries including Gov. Linda Lingle are planning to visit the base for the launch.
1,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.,Gov. Lingle and other honorary guests will be present at the base to observe the launch.
1,That information was first reported in today's editions of the New York Times.,The New York Times published the news in their current edition.
1,That information was first reported in today's editions of the New York Times.,"According to today's New York Times, this information was first revealed."
1,That information was first reported in today's editions of the New York Times.,A report in the latest New York Times edition broke this story.
1,That information was first reported in today's editions of the New York Times.,The New York Times announced this information in their morning edition.
1,That information was first reported in today's editions of the New York Times.,This news was initially reported in the current New York Times publication.
1,The information was first printed yesterday in the New York Times.,The New York Times published the information for the first time yesterday.
1,The information was first printed yesterday in the New York Times.,"Yesterday, the New York Times printed the information for the public to see."
1,The information was first printed yesterday in the New York Times.,The New York Times ran a story yesterday about something new.
1,The information was first printed yesterday in the New York Times.,"Yesterday, a New York Times article revealed previously unknown information."
1,The information was first printed yesterday in the New York Times.,The New York Times released the information in its paper yesterday.
1,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".",Mr Annan cautioned the US against exploiting the war on terror as a pretext to restrict fundamental liberties.
1,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".",Mr Annan expressed concern that the war on terror could be used to justify the erosion of cherished civil rights.
1,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".","The US should not permit the war on terror to be employed as a justification for suppressing hard-won freedoms, warned Mr Annan."
1,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".",Mr Annan warned against the war on terror being used as a tool to undermine established freedoms.
1,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".",Mr Annan cautioned the US against allowing the war on terror to become an excuse for stifling essential civil liberties.
1,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.","Following the September 11 attacks, Annan cautioned against misusing the threat of extremism to justify infringements on fundamental liberties."
1,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.",Annan cautioned that the menace of extremism in the aftermath of September 11 should not be exploited as a pretext for restricting cherished civil liberties.
1,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.","After the September 11 attacks, Annan emphasized that the dangers of extremism should not be used as a justification for suppressing long-held freedoms."
1,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.",Annan warned that the dangers posed by extremism in the wake of the September 11 attacks should not be used to justify the erosion of fundamental rights.
1,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.",Annan cautioned that the threat of extremism in the post-September 11 era should not be invoked to suppress long-standing freedoms and democratic principles.
1,The euro tagged another record high against the dollar on Tuesday as demand for higher-yielding euro-based assets overshadowed solid U.S. economic data.,"The euro continued its upward trend, reaching a new all-time high against the dollar on Tuesday, driven by strong demand for high-return euro-denominated investments despite positive U.S. economic indicators."
1,The euro tagged another record high against the dollar on Tuesday as demand for higher-yielding euro-based assets overshadowed solid U.S. economic data.,"The euro surged to a fresh record high against the dollar on Tuesday, outpacing U.S. economic growth data as investors sought higher-yielding euro-based assets."
1,The euro tagged another record high against the dollar on Tuesday as demand for higher-yielding euro-based assets overshadowed solid U.S. economic data.,"The euro hit a new peak against the dollar on Tuesday, with investors favoring euro-based assets offering higher returns over robust U.S. economic data."
1,The euro tagged another record high against the dollar on Tuesday as demand for higher-yielding euro-based assets overshadowed solid U.S. economic data.,"Against the dollar, the euro achieved a new record high on Tuesday, with solid demand for high-yielding euro-denominated assets eclipsing positive U.S. economic trends."
1,The euro tagged another record high against the dollar on Tuesday as demand for higher-yielding euro-based assets overshadowed solid U.S. economic data.,"On Tuesday, the euro touched a fresh record high against the dollar, as investors' appetite for euro-based assets with higher yields eclipsed upbeat U.S. economic news."
1,The euro ros further into record territory on Tuesday as demand for higher-yielding euro-based assets overshadowed U.S. economic data showing rising consumer confidence and a strong housing market.,The euro surged to new highs on Tuesday as investors sought out higher-yielding euro-denominated assets despite upbeat U.S. economic indicators.
1,The euro ros further into record territory on Tuesday as demand for higher-yielding euro-based assets overshadowed U.S. economic data showing rising consumer confidence and a strong housing market.,"The euro extended its rally to new records on Tuesday, outpacing U.S. economic data that revealed strengthening consumer confidence and housing market trends."
1,The euro ros further into record territory on Tuesday as demand for higher-yielding euro-based assets overshadowed U.S. economic data showing rising consumer confidence and a strong housing market.,"On Tuesday, the euro rose to a fresh record as investors prioritized higher-yielding euro-based investments over positive U.S. economic signals."
1,The euro ros further into record territory on Tuesday as demand for higher-yielding euro-based assets overshadowed U.S. economic data showing rising consumer confidence and a strong housing market.,"The euro's ascent to new record highs on Tuesday was driven by growing demand for euro-denominated assets offering higher yields, eclipsing U.S. economic data showing resilient consumer and housing markets."
1,The euro ros further into record territory on Tuesday as demand for higher-yielding euro-based assets overshadowed U.S. economic data showing rising consumer confidence and a strong housing market.,The euro's rally to new records on Tuesday was fueled by investors favoring higher-yielding euro-based assets over robust U.S. economic indicators.
1,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.","The Nasdaq Composite Index experienced a significant increase of 1.07 percent, reaching a new high of 1,640.13."
1,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.","The Nasdaq Composite Index, heavily influenced by modern technology, surged 17.33 points to 1,640.13."
1,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.","The Nasdaq Composite Index, fueled by technological advancements, rose by 1.07 percent to close at 1,640.13."
1,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.","The Nasdaq Composite Index, a benchmark of technological progress, climbed 17.33 points to a record high of 1,640.13."
1,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points, or 1.07 percent, to 1,640.13.","The Nasdaq Composite Index, driven by a strong technology sector, gained 1.07 percent, reaching 1,640.13."
1,"The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",The Standard & Poor's 500 Index saw a 0.56 percent increase in value.
1,"The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",The broader S&P 500 Index has risen by 0.56 percent.
1,"The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",The S&P 500 Index surged 0.56 percent in value.
1,"The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",The S&P 500 Index posted a 0.56 percent gain.
1,"The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",The S&P 500 Index rose 0.56 percent to close at a higher level.
1,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte, expressed confidence that an event would unfold."
1,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, leader of the Teamsters Joint Council 42 in El Monte, stated that a certain occurrence was inevitable."
1,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Santangelo, president of the Teamsters Joint Council 42 in El Monte, declared that something was going to take place."
1,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, head of the Teamsters Joint Council 42 in El Monte, predicted that a specific event would occur."
1,"""It's going to happen,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, president of El Monte's Teamsters Joint Council 42, declared that a forthcoming event was guaranteed to happen."
1,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte, emphasized the significant impact on companies."
1,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, president of the Teamsters Joint Council 42, noted that the effect on companies is substantial."
1,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","The president of the Teamsters Joint Council 42 in El Monte, Jim Santangelo, highlighted the major influence on businesses."
1,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","According to Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte, companies are facing significant consequences."
1,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","Jim Santangelo, president of the Teamsters Joint Council 42, stated that the impact on companies is considerable."
1,"The seizure occurred at 4am on March 18, just hours before the first American air assault.","At 4am on March 18, a seizure took place mere hours before the initial American air assault."
1,"The seizure occurred at 4am on March 18, just hours before the first American air assault.",The seizure happened just hours before the US air assault launched its first attack on that morning.
1,"The seizure occurred at 4am on March 18, just hours before the first American air assault.","On March 18 at 4am, a seizure took place in a brief window before the initial American air assault."
1,"The seizure occurred at 4am on March 18, just hours before the first American air assault.","At 4am on March 18, the seizure occurred mere hours prior to the first American air strike."
1,"The seizure occurred at 4am on March 18, just hours before the first American air assault.","An unexpected seizure occurred at 4am on March 18, just hours before the US launched its first air assault."
1,The seizure at 4 a.m. on March 18 was completed before employees showed up for work that day.,"The early morning shutdown on March 18 was finished ahead of the workday, when employees typically arrive."
1,The seizure at 4 a.m. on March 18 was completed before employees showed up for work that day.,"By 4 a.m. on March 18, the maintenance had been carried out and the workplace was ready for employees."
1,The seizure at 4 a.m. on March 18 was completed before employees showed up for work that day.,"The work stoppage on March 18 occurred in the dead of night, before employees began their shift."
1,The seizure at 4 a.m. on March 18 was completed before employees showed up for work that day.,"On March 18, the interruption was completed at the crack of dawn, before the first employees arrived."
1,The seizure at 4 a.m. on March 18 was completed before employees showed up for work that day.,"Before the morning shift started on March 18, the maintenance task had already been completed at 4 a.m."
1,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol.,Bloomberg announced on Wednesday that all 16 crew members had escaped unharmed and would undergo substance testing.
1,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol.,Bloomberg stated on Wednesday that all 16 crew members had been rescued and would be screened for drug and alcohol use.
1,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol.,"On Wednesday, Bloomberg reported that all crew members on board had survived and would be subjected to toxicology tests."
1,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol.,Bloomberg declared on Wednesday that the 16 crew members had made it out safely and would be tested for substance abuse.
1,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol.,Bloomberg announced on Wednesday that all crew members had been rescued unscathed and would face drug and alcohol testing.
1,He said the ferry's crew will be interviewed and tested for drugs and alcohol.,The ferry crew will undergo questioning and substance testing at the behest of the speaker.
1,He said the ferry's crew will be interviewed and tested for drugs and alcohol.,The individual in question stated that the ferry crew would face interviews and substance screenings.
1,He said the ferry's crew will be interviewed and tested for drugs and alcohol.,He announced that the ferry crew would be subject to questioning and assessment for drug and alcohol use.
1,He said the ferry's crew will be interviewed and tested for drugs and alcohol.,The speaker declared that the ferry crew would be interviewed and tested for substance abuse.
1,He said the ferry's crew will be interviewed and tested for drugs and alcohol.,He made it clear that the ferry crew would be interviewed and undergo substance testing.
1,The moment of reckoning has arrived for this West African country founded by freed American slaves in the 19th century.,The time of judgment has finally come for this West African nation established by freed American slaves in the 19th century.
1,The moment of reckoning has arrived for this West African country founded by freed American slaves in the 19th century.,"This West African country, born of emancipated American colonizers in the 19th century, is on the cusp of a major reckoning."
1,The moment of reckoning has arrived for this West African country founded by freed American slaves in the 19th century.,"In the late 19th century, a nation in West Africa was founded by African Americans who had gained their freedom, and now that nation faces a turning point."
1,The moment of reckoning has arrived for this West African country founded by freed American slaves in the 19th century.,"The reckoning has arrived for West Africa's remarkable nation, which was first settled by freed American slaves during the 19th century."
1,The moment of reckoning has arrived for this West African country founded by freed American slaves in the 19th century.,"A century and a half after its founding by freed American colonizers, this West African nation is on the verge of a critical moment of truth."
1,Taylor is now expected to leave the broken shell of a nation founded by freed American slaves in the 19th century.,She is anticipated to depart a country that was originally established by freed black Americans in the 19th century.
1,Taylor is now expected to leave the broken shell of a nation founded by freed American slaves in the 19th century.,Taylor is expected to leave behind a nation that was founded by formerly enslaved individuals.
1,Taylor is now expected to leave the broken shell of a nation founded by freed American slaves in the 19th century.,The anticipated departure of Taylor will occur from a land that was originally established by African Americans who gained freedom in the 19th century.
